title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,album,length,composer,BPM,version,uuid,original_filename
13 heavy major riff strummized,The Green Years,1.5,5,None,\The Black Room\1998-01 Riffs mit Adam and Writing Tape,,,,1.5,,Voice Memo with Guitar,1998-01 Riffs mit Adam and Writing Tape,29,Rivers Cuomo,65,,bad3eb09ebfc4ff88184642f2db3591e,13 heavy major riff strummized
13 The Allman Drummers,Pre-Weezer,1.5,5,None,\1990-1992 Yeastmaster Part 1,,,The Allman Drummers,1.5,,Sketches,1990-1992 Yeastmaster Part 1,125,Rivers Cuomo,108,,e9c28a985ddc4eff9f53c6f8f3bf7351,13 The Allman Drummers
19 sicky riff,The Green Years,1.5,5,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1.5,,Riff,1998-05 Riverss Sketch Tape,21,,100,,30f0a44256b8406dac8e1d7f914aee53,19 sicky riff
dictadroid10_2015_2_10_14_48_41,The White Years,1.5,5,None,,,,,1.5,,Sketch,The White Years,140,,65,,8ca358844ee54e2c8a1312218bd13041,dictadroid10_2015_2_10_14_48_41
bullshit techno 2,EWBAITE,1.5,4,,\2 stars and below,,Duplicate,,,,,voice notes,54,Rivers Cuomo,72,,c18f126f61454e3e8a59c669a7462808,bullshit techno 2
09 all the answers,The Green Years,1.5,4,None,\The Black Room\1998-01 Riffs mit Adam and Writing Tape,,,,1,,Voice Memo with Guitar,1998-01 Riffs mit Adam and Writing Tape,14,Rivers Cuomo,65,,02c4e0ddef6a4119b84712d197a150fe,09 all the answers
24 I think maybe i'm starting to run,Pre-Weezer,1.5,4,None,\1991 -12 Rivers' s Opera,,,I Think Maybe I'm Starting To Run,1,,,1991 -12 Rivers' s Opera,159,Rivers Cuomo,62,,dc0f22589c3148609fbe61be8892b093,24 I think maybe i'm starting to run
26 over and over,The Green Years,1.5,4,None,\The Black Room\1998-01 Rifs mit Adam and Writing Tape,,,26 Over and Over,1,,Voice Memo,1998-01 Rifs mit Adam and Writing Tape,21,Rivers Cuomo,63,,3e3b90c41d074c8d91954837f1324e47,26 over and over
60 punky riff,The Green Years,1.5,4,None,\The Black Room\1998-09 SKECHTAP (2),,,,1,,Riff,1998-09 SKECHTAP (2),19,Rivers Cuomo,113,,e45d6f15e62e4faf801157bdc98134cf,60 punky riff
62 weird riff,The Green Years,1.5,4,None,\The Black Room\1998-09 SKECHTAP (2),,,,1,,Riff,1998-09 SKECHTAP (2),29,Rivers Cuomo,65,,36971ce1b2ff4e9190f6c40b86357a8a,62 weird riff
78 strum,The Green Years,1.5,4,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1,,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,25,,100,,409b71a002f24b5aad0cd4a9b3f96571,78 strum
beat 3,The Red-Raditude-Hurley Years,1.5,4,None,\Demos--Previous Versions,,,,1,,Sketch,Demos--Previous Versions,31,Rivers Cuomo,117,,a92713c2339a4d118c3fd886f16a9ea0,beat 3
cool chord changes,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,voice notes,117,Rivers Cuomo,84,,87ec476aa0544fa09006a69050e5fe0a,cool chord changes
dictadroid2_2014_10_27_17_3_12,The White Years,1.5,4,None,\Rivers Cuomo,,,,1,,Sketch,Rivers Cuomo,13,Rivers Cuomo,81,,ed69d0073b6c47b0b3752f0d3b959e93,dictadroid2_2014_10_27_17_3_12
dictadroid2_2017_8_29_8_23_59,The Pacific Daydream Black Years,1.5,4,,\2 stars and below,,,,1,,Voice Memo,Work,33,Rivers Cuomo,68,,d0d296b0a92c430c819a76d68bb33847,dictadroid2_2017_8_29_8_23_59
dictadroid3_2015_2_14_14_31_6,The White Years,1.5,4,None,,,,,1,,Voice Memo,The White Years,31,,93,,b9ad571838804628ad9578dd5630eaab,dictadroid3_2015_2_14_14_31_6
ecwcrk 9-20-2012 12h38m38s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,Work,14,,76,,ad978dc8682f432f9200d06bc6ca8d18,ecwcrk 9-20-2012 12h38m38s
Heavy Piano Riff I 1,The Red-Raditude-Hurley Years,1.5,4,None,\Demos--Previous Versions,,,,1,,Sketch,Demos--Previous Versions,51,Rivers Cuomo,95,,e1e2348b1cbf4bae9865d009718d6a6a,Heavy Piano Riff I 1
I V IV cut up @147,The Red-Raditude-Hurley Years,1.5,4,None,\Demos--Previous Versions,,,,1,,Sketch,Demos--Previous Versions,56,Rivers Cuomo,74,,ef203dd6bc3b4b5daae30254e0594444,I V IV cut up @147
Ideas 10-3-2013 15h28m39s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,EWBAITE,83,Rivers Cuomo,65,,3b82e80bec854b6fb25534d2bd47ffe8,Ideas 10-3-2013 15h28m39s
Ideas 12-12-2012 18h8m51s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,EWBAITE,8,Rivers Cuomo,93,,ae4a45f739dd418497ed000cd72449d2,Ideas 12-12-2012 18h8m51s
Ideas 12-4-2013 11h10m4s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,EWBAITE,34,Rivers Cuomo,62,,379a05e41aa64637b593c697a870bac2,Ideas 12-4-2013 11h10m4s
Ideas 7-1-2013 13h21m6s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,Work,10,,70,,0a11ed46c9fc41cfb70cb7fc2e5d1484,Ideas 7-1-2013 13h21m6s
Ideas 7-15-2013 16h16m24s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,EWBAITE,51,Rivers Cuomo,68,,635c679f08fe4edbae8f5c4b9b9a119f,Ideas 7-15-2013 16h16m24s
odd bluesy driving riff,The Red-Raditude-Hurley Years,1.5,4,,\voice notes,,,,1,,Sketch,voice notes,19,Rivers Cuomo,93,,4f366f5b908f4f8eb05eab03d1eb9ea7,odd bluesy driving riff
Start Up - 2012-11-16 brief acoustic clip 1,EWBAITE,1.5,4,None,\2 stars and below,,,Start Up - 2012-11-16 brief acoustic clip 1,1,Start Up,Sketch,Work,4,Rivers Cuomo,65,,f815c23f07d94acda201c0f082a5dc6a,Work 11-16-2012 11h57m19s
Untitled16,The White Years,1.5,4,None,,,,,1,,Voice Memo,The White Years,7,Rivers Cuomo,113,,b0fb44d7487c4bc2b6e35ede0eb910af,Untitled16 1
Work 3-23-2013 5h50m51s,EWBAITE,1.5,4,None,\2 stars and below,,,,1,,Sketch,Work,10,,76,,43d789916ccd44419268ea424f098437,Work 3-23-2013 5h50m51s
58 heavy melodic chunk,The Green Years,1.5,3,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1.5,,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,26,,76,,394d48e8ab0542128f3dde606d2ab065,58 heavy melodic chunk
C'mon Bitch - 1998-08 SKECH TAYP (A),The Green Years,1.5,3,None,\The Black Room\1998-08 SKECH TAYP (A),,,C'mon Bitch - 1998-08 SKECH TAYP (A),1.5,,Voice Memo,1998-08 SKECH TAYP (A),17,Rivers Cuomo,62,,10d2430f29164243bc1efd813e3d2ca5,04 c'mon bitch
Ideas 3-1-2013 12h26m7s,EWBAITE,1.5,3,None,\2 stars and below,,,,1.5,,Riff,EWBAITE,11,Rivers Cuomo,79,,f212b79dec9243a5a572d16daff84276,Ideas 3-1-2013 12h26m7s
Untitled3,The White Years,1.5,3,None,,,,,1.5,,Sketch,The White Years,53,Rivers Cuomo,113,,a08c64fddb4c493198b4bc59e88e15df,Untitled3 10
work 2-21-2013 14h38m38s,EWBAITE,1.5,3,None,\2 stars and below,,,,1.5,Good News Channel,Sketch,Work,157,Rivers Cuomo,100,,d32a50c5d76e4733bf45bee665c9b2bf,work 2-21-2013 14h38m38s
work 3-12-2013 18h37m55s,EWBAITE,1.5,3,None,\2 stars and below,,,,1.5,,Sketch,Work,59,Rivers Cuomo,81,,5b89befee69c4c1b9da0129061c22442,work 3-12-2013 18h37m55s
04 Oasis Chorus IV I,The Green Years,1.5,2,None,\The Black Room\1998-05 Riverss Sketch Tape,,,04 Oasis Chorus IV I,1,,Voice Memo With Guitar,1998-05 Riverss Sketch Tape,50,,79,,62bc97931590415dbdf8aeae3e8dde7b,04 oasis chorus_ __ IV I _
68 I Just Wanna Be Your Friend,The Green Years,1.5,2,None,\The Black Room\1998-05 Riverss Sketch Tape,,,68 I Just Wanna Be Your Friend,1,I Just Wanna Be Your Friend,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,9,,72,,12012d9196b34a61b7745d92e96f6463,68 i just wanna be your friend
69 Dist Folk Strum,The Green Years,1.5,2,None,\The Black Room\1998-05 Riverss Sketch Tape,,,69 Dist Folk Strum,1,,Voice Memo With Guitar,1998-05 Riverss Sketch Tape,126,,118,,c50c9309ad134d269e4791f11820e57b,69 dist folk strum
All She Wants Is Money,The Green Years,1.5,2,None,\The Black Room\C.O.R_,,TKX,All She Wants Is Money - TKX 49,1,All She Wants is Money,Voice Memo With Guitar,C.O.R_,149,Rivers Cuomo,72,,d2188cb52f9a47f79b86d2224e8713c0,TKX-49 All she Wants is Money
Bang You,The Green Years,1.5,2,None,\The Black Room\C.O.R_,,TKX,Bang You - TKX 43,1,Bang You,Voice Memo With Guitar,C.O.R_,134,Rivers Cuomo,76,,c19e320207734f5eb49924e11df05c36,TKX-43 Bang You
Boogie All Night,The Green Years,1.5,2,None,\The Black Room\1998-01 Riffs mit Adam and Writing Tape,,,Boogie All Night,1,,Voice Memo with percussion,1998-01 Riffs mit Adam and Writing Tape,47,Rivers Cuomo,100,,6075b5c833ad465aaf2c61605edc61e5,10 boogie all night
commitment 1,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,voice notes,52,Rivers Cuomo,104,,faac35e84c0f4561a6a2f79fb4520420,commitment 1
crazy pulloff riff Ideas 1-27-2013,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Riff,EWBAITE,20,Rivers Cuomo,104,,1fc31ef4df2c47d4820fa30bb7545a5a,crazy pulloff riff Ideas 1-27-2013
dictadroid2_2014_9_4_8_12_52,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Voice Memo,EWBAITE,9,,65,,c91e792b3f7b4bed84f83ca22bc8171f,dictadroid2_2014_9_4_8_12_52
dictadroid3_2014_9_28_6_32_11,EWBAITE,1.5,2,,\2 stars and below,,,,1,,,EWBAITE,19,,65,,f92af16c9e2641898bef45e4a2fa8afe,dictadroid3_2014_9_28_6_32_11
Down on My Knee,The Green Years,1.5,2,None,\The Black Room\1998-08 SKECH TAYP (A),,,Down on My Knee,1,Down on my Knee,Voice Memo,1998-08 SKECH TAYP (A),16,Rivers Cuomo,100,,4dbdebdaab7845a3a6a1c5b014e6a320,03 down on my knee
Gaiser Riff C15 Brit Hi-Gain W_Ph,EWBAITE,1.5,2,None,\2 stars and below,,,Gaiser Riff C15 Brit Hi-Gain W_Ph,1,,Riff,voice notes,73,Rivers Cuomo,62,,ca4e4b5b16a746c8b25b6219974f8767,gaiser riff c15 brit hi-gain w_ph
Good News Channel - 2013-2-21 sketch 1,EWBAITE,1.5,2,None,\2 stars and below,,,Good News Channel - 2013-2-21 sketch 1,1,Good News Channel,Sketch,Work,82,Rivers Cuomo,118,,9ece74f1ef1345969fda7e1a8a11cab3,work 2-21-2013 15h9m3s
Good News Channel - 2013-2-21 sketch 2,EWBAITE,1.5,2,None,\2 stars and below,,,Good News Channel - 2013-2-21 sketch 2,1,Good News Channel,Sketch,Work,44,Rivers Cuomo,118,,7ffc8c0c2d694e2da4a37bd0a8d46742,work 2-21-2013 16h25m35s
Hideaway - 2013-6-5 sketch 2,EWBAITE,1.5,2,None,\2 stars and below,,,Hideaway - 2013-6-5 sketch 2,1,Hideaway,Sketch,Work,25,,76,,91d246742d3d465db8d967ff08d1bf52,Work 6-5-2013 13h56m31s
Hideaway - 2013-6-5 sketch 4,EWBAITE,1.5,2,None,\2 stars and below,,,Hideaway - 2013-6-5 sketch 4,1,Hideaway,Sketch,Work,9,,65,,f8c42996997e4259866901c5dbb593f5,Work 6-5-2013 14h5m23s
ideas 11-7-2011 12h20m54s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,EWBAITE,26,Rivers Cuomo,93,,eafa58cce0d447b9b3cd93bdacf39924,ideas 11-7-2011 12h20m54s
ideas 2-21-2013 11h34m49s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,EWBAITE,7,Rivers Cuomo,93,,c3f5de749f274a62a9e251c98a4c58c3,ideas 2-21-2013 11h34m49s
ideas 9-15-2012 9h43m50s,EWBAITE,1.5,2,,\2 stars and below,,,,1,,Beatboxing,EWBAITE,8,Rivers Cuomo,72,,859345a37454468b972f94972f2b5222,ideas 9-15-2012 9h43m50s
It Used To Be Mine,The Green Years,1.5,2,None,\The Black Room\C.O.R_,,TKX,It Used To Be Mine - TKX 74,1,It Used To Be Mine,Voice Memo With Guitar,C.O.R_,121,Rivers Cuomo,118,,701f1c190bf146d295fdfd1aebc9177c,TKX-74 It Used to Be mine
Little Girls,The Green Years,1.5,2,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,Little Girls,1,Little Girls,Voice Memo,1998-06 Rivers's Sketch Tape,42,,108,,89ecd33bd5744ad5bd8dff22edc17c57,56 little girls
My Place - 2013-10-28 acoustic sketch 1,EWBAITE,1.5,2,None,\2 stars and below,,,My Place - 2013-10-28 acoustic sketch 1,1,My Place,Sketch,Work,10,,100,,2d4306dbc182454aa2008dc651bc5d17,Work 10-28-2013 14h3m22s
My Place - 2013-10-28 acoustic sketch 2,EWBAITE,1.5,2,None,\2 stars and below,,,My Place - 2013-10-28 acoustic sketch 2,1,My Place,Sketch,Work,15,,104,,4020dfc9f1374ed091bc7d6b55b88b82,Work 10-28-2013 14h44m49s
Odd Interesting Riff-Melody,The Green Years,1.5,2,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,Odd Interesting Riff-Melody,1,,Voice Memo with Guitar,1998-03-11Rivers's Sketch Tape,45,Rivers Cuomo,75,,266530f5e49d4936b70ca48b60edbca3,117 odd interesting riff_melody
Piano A4,EWBAITE,1.5,2,None,\2 stars and below,,,Piano A4,1,,Sketch,voice notes,46,Rivers Cuomo,96,,cb008fd48f494baa91ea4e1a55cebe9f,piano A4
Piano I Pedal A4,EWBAITE,1.5,2,None,\2 stars and below,,,Piano I Pedal A4,1,,Sketch,voice notes,46,Rivers Cuomo,96,,7b6ca73637b0432a96fc90485bd74790,piano I pedal A4
Second Best Hugger in the World - 2013-2-14 sketch 3,EWBAITE,1.5,2,None,\2 stars and below,,,Second Best Hugger in the World - 2013-2-14 sketch 3,1,Second Best Hugger in the World,Sketch,Work,68,Rivers Cuomo,87,,f98733d0cec74267bb8ef0daa4f16011,Work 2-14-2013 16h24m19s
syncopated clean riff,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,voice notes,11,Rivers Cuomo,104,,50364fc41fc249a8941bce4aec192fcb,syncopated clean riff
Unknown Song B - 2012-11-11-12,EWBAITE,1.5,2,None,\2 stars and below,,,Unknown Song B - 2012-11-11-12,1,Unknown Song B,Sketch,Work,28,Rivers Cuomo,72,,091ad505fa51485abdb96999f9949cd4,Work 11-11-2012 14h8m37s
Unknown Song G - 2012-7-19 sketch 1,EWBAITE,1.5,2,None,\2 stars and below,Sing My Blues Away,,Unknown Song G - 2012-7-19 sketch 1,1,,Sketch,Work,31,Rivers Cuomo,87,,2ca53f0f489f4626bb36e717de6d922d,Work 7-19-2012 12h15m21s
What Would Buddha Do - 2013-10-19-13 acoustic sketch,EWBAITE,1.5,2,None,\2 stars and below,What Would Santa Do,,What Would Buddha Do - 2013-10-19-13 acoustic sketch,1,What Would Buddha Do?,,Work,21,,65,,590e121ad5564a218f0024a14f842940,Work 10-19-2013 9h4m18s
Work 12-5-2013 14h4m20s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,10,Rivers Cuomo,100,,d8996f2c93d24d26a1cc4da7207aea1e,Work 12-5-2013 14h4m20s
work 2-21-2013 11h43m51s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,The Unofficials,Sketch,Work,29,Rivers Cuomo,108,,8693bdeee17b470ab67a9527a8019bdf,work 2-21-2013 11h43m51s
Work 2-24-2013 9h57m39s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,melody idea,Work,9,Rivers Cuomo,87,,772bf3b8ff724bcc8b3a948e899d7473,Work 2-24-2013 9h57m39s
work 3-12-2013 18h44m40s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,17,Rivers Cuomo,104,,129eaf7c4bd9494695364dcd5ecc6289,work 3-12-2013 18h44m40s
Work 3-23-2013 23h47m13s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,20,,74,,5469495dce08422296afaefcedbe3b53,Work 3-23-2013 23h47m13s
Work 3-23-2013 5h31m37s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,43,,81,,58e5703b162e420f869d2c2f32e287cb,Work 3-23-2013 5h31m37s
Work 3-23-2013 5h46m16s,EWBAITE,1.5,2,,\2 stars and below,,,,1,,,Work,12,,118,,4eb22ed29f244f00a8ca5a8b8d49ad26,Work 3-23-2013 5h46m16s
Work 6-19-2013 12h51m47s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,17,,118,,8b80bc6c6f45455e819e4fceb45f1df5,Work 6-19-2013 12h51m47s
Work 6-25-2012 10h53m15s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,29,Rivers Cuomo,108,,57df99989efc4852bd8c3846587e5dd7,Work 6-25-2012 10h53m15s
Work 6-27-2013 16h17m40s,EWBAITE,1.5,2,None,\2 stars and below,,,,1,,Sketch,Work,7,,100,,f6cc52e798704daf8014f80f6167f966,Work 6-27-2013 16h17m40s
Working Man - 2013-3-26-13 pro sketch,EWBAITE,1.5,2,None,\2 stars and below,,,Working Man - 2013-3-26-13 pro sketch,1,Working Man,Sketch,Work,21,,93,,0e0a9fc79b024d1fb2f2cb8c18c4570d,Work 3-26-2013 1h23m31s
You Got More,The Green Years,1.5,2,None,\The Black Room\C.O.R_,,TKX,You Got More - TKX 53,1,You Got More,Voice Memo With Guitar,C.O.R_,80,Rivers Cuomo,65,,0766f238aad740f69c1768d6b0a87dad,TKX-53 You Got More
05 Home On The Lange,Pre-Weezer,1.44,8,None,\1982 Homer Pig News Radio Show Strange S,,,,1.5,,Sketch,1982 Homer Pig News Radio Show Strange S,133,Rivers Cuomo,113,,6ab4705b90874ef5b4f3f0bb6c6535a0,05 Home On The Lange
@190_2015_2_14_13_51_42,The White Years,1.4,5,None,\Rivers Cuomo,,,,1,,Sketch,Rivers Cuomo,36,Rivers Cuomo,95,,5e9bc0ec70114c3b8a0b1c22ab2a4d8e,@190_2015_2_14_13_51_42
11 11 11 11 A11,The Green Years,1.4,5,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1,,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,29,,93,,1776e0b656e84d0fa1e6b2783f496757,11 11 11 11 A11
15 Little Children that's not in my,Pre-Weezer,1.4,5,None,\1991-12 Rivers' s Opera,,,,1,,Sketch,1991-12 Rivers' s Opera,27,Rivers Cuomo,65,,71936bff59444145a974ae7e404d9795,15 Little Children that's not in my
17 English-sonia and takashi,Pre-Weezer,1.4,5,None,\1990-1992 Yeastmaster Part 1,,,English - Sonia and Takashi,1,,Sketch,1990-1992 Yeastmaster Part 1,139,Rivers Cuomo,113,,d6a6217042ba4c22a786453354af1d2a,17 English-sonia and takashi
19 I'm gonna sing a song_ bridge in,Pre-Weezer,1.4,5,None,\1991-12 Rivers' s Opera,,,,1,,,1991-12 Rivers' s Opera,41,Rivers Cuomo,62,,a9e322e59dba4da68cc6d7eb18174166,19 I'm gonna sing a song_ bridge in
dictadroid5_2015_1_1_23_16_29,The White Years,1.4,5,None,\Rivers Cuomo,,,,1,,Sketch,Rivers Cuomo,22,Rivers Cuomo,86,,e4625dded1174f7fb11ac6cc4bffe128,dictadroid5_2015_1_1_23_16_29
dictadroid7_2014_9_23_10_47_30,EWBAITE,1.4,5,None,\2 stars and below,,,,1,,Voice Memo with Guitar,EWBAITE,9,,87,,8c1630bdb73942ac8012ef168dec31e0,dictadroid7_2014_9_23_10_47_30
fast maj min,The Red-Raditude-Hurley Years,1.4,5,None,\Unknown Album,,,,1,,Sketch,Unknown Album,43,,118,,68706fab860f4b70b81f7fc6d107f5b8,fast maj min
Ideas 10-3-2013 15h35m14s,EWBAITE,1.4,5,None,\2 stars and below,,,,1,,Sketch,EWBAITE,9,Rivers Cuomo,74,,b9ea62093edc4f9f96fe44c61de35001,Ideas 10-3-2013 15h35m14s
Ideas 10-3-2013 15h38m7s,EWBAITE,1.4,5,None,\2 stars and below,,,,1,,Sketch,EWBAITE,18,Rivers Cuomo,92,,de03307a0966409eaaaeae92e678155b,Ideas 10-3-2013 15h38m7s
Ideas 6-11-2013 10h1m39s,EWBAITE,1.4,5,None,\2 stars and below,,,,1,,Sketch,EWBAITE,4,Rivers Cuomo,104,,2c49f40ae9634d3f9a0fbd425d6db4cf,Ideas 6-11-2013 10h1m39s
57 I IV,The Green Years,1.38,4,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,,1.5,,Voice Memo with Guitar,1998-03-11Rivers's Sketch Tape,63,,100,,b0710b27d0904fd5865c5e06b29c0638,57 I IV
catchy melody dictadroid1_2014_8_23_13_47_51,EWBAITE,1.38,4,None,\2 stars and below,,,,1.5,Hey Nonbeliever,Voice Memo,ideas,44,Rivers Cuomo,70,,56e5fa92f8a94c078c4863cd13648706,catchy melody dictadroid1_2014_8_23_13_47_51
Ideas 10-16-2013 11h10m36s,EWBAITE,1.38,4,None,\2 stars and below,,,,1.5,,Sketch,EWBAITE,63,Rivers Cuomo,68,,b2139b3f6a2a4a68be79c774dfa3e89a,Ideas 10-16-2013 11h10m36s
Work 7-19-2012 12h19m44s,EWBAITE,1.38,4,None,\2 stars and below,,,,1.5,,Sketch,Work,178,Rivers Cuomo,108,,21140a3f76684db088851e074be39933,Work 7-19-2012 12h19m44s
03 The Weird Gate,Pre-Weezer,1.36,7,None,\1982 Homer Pig News Radio Show Strange S,,,,1.5,,Full Song,1982 Homer Pig News Radio Show Strange S,167,Rivers Cuomo,62,,7d63866b72994e09abc62027566dbb34,03 The Weird Gate
04 Who's The Bitch,Pre-Weezer,1.36,7,None,\1990-1992 Yeastmaster Part 2,,,Who's The Bitch,1.5,Who's the Bitch,Full Song,1990-1992 Yeastmaster Part 2,172,Rivers Cuomo,113,,efc37cc104ca43b79902e9b8ebcba913,04 Who's The Bitch
10 Third Wall,Pre-Weezer,1.36,7,None,\1982 Homer Pig News Radio Show Strange S,,,,1.5,,Full Song,1982 Homer Pig News Radio Show Strange S,28,Rivers Cuomo,68,,070d29c380714a43ab9bfdea8c88a37a,10 Third Wall
09 09 09 09 A09,The Green Years,1.33,6,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1,,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,29,,100,,921fb5b4d6e94b47b50fe9ea0992cb17,09 09 09 09 A09
beat 2,The Red-Raditude-Hurley Years,1.33,6,None,\Demos--Previous Versions,,,,1,,Beatboxing,Demos--Previous Versions,16,Rivers Cuomo,85,,45877e6a211c43be95254b05c3933cd5,beat 2
Work 10-29-2013 15h57m16s,EWBAITE,1.33,6,None,\2 stars and below,,,,1,,,Work,21,,113,,dee4f376ce704daeb49409596d59ac19,Work 10-29-2013 15h57m16s
21 We came to Hollywood_,Pre-Weezer,1.33,3,None,\1991-12 Rivers' s Opera,,,,,We Came to Hollywood,,1991-12 Rivers' s Opera,70,Rivers Cuomo,62,,597314f44be245b8b94bacca2f7027f5,21 We came to Hollywood_
big country style beats 2,EWBAITE,1.33,3,None,\2 stars and below,,,,1,,Beat Box,voice notes,18,Rivers Cuomo,81,,a41e1f3bb9b14b05aa36c6bb8fd1e0b4,big country style beats 2
C'Mon Bitch (Verse),The Green Years,1.33,3,None,\The Black Room\1998-08 SKECH TAYP (A),,,C'Mon Bitch (Verse),1,C'Mon Bitch,Voice Memo With Guiatar,1998-08 SKECH TAYP (A),17,Rivers Cuomo,108,,d94b1f425a7b47f5b0564bc408f01e9e,05 c'mon bitch verse_
El Presidente - 2012-8-23 sketch 3,Patrick & Rivers,1.33,3,None,\Work,,,,1,El Presidente,Sketch,Work,43,Rivers Cuomo,118,,a6c6fadffcce4128ad0c81ae7df3c57e,Work 8-23-2012 9h30m47s
Farty Party,Pre-Weezer,1.33,3,None,\C.O.R_,,,,,,Discussion,C.O.R_,70,Rivers Cuomo,68,,f9618b1f98014163b6d445439e6182ac,Farty Party
Ideas 1-3-2013 14h46m27s,EWBAITE,1.33,3,None,\2 stars and below,,,,1,,Vocal Note,EWBAITE,12,Rivers Cuomo,68,,ce94248cf1354095a6baa1eea7b4c85b,Ideas 1-3-2013 14h46m27s
Ideas 10-3-2013 13h23m50s,EWBAITE,1.33,3,None,\2 stars and below,,,,1,,Sketch,Work,112,,84,,753f73f755ec499a9693595547e4b557,Ideas 10-3-2013 13h23m50s
Ideas 10-3-2013 15h28m39s 2,EWBAITE,1.33,3,None,\2 stars and below,,Duplicate,,1,,Sketch,EWBAITE,208,,108,,46b6fb12a0e740b19d5a984cc7a7d791,Ideas 10-3-2013 15h28m39s 2
Ideas 10-3-2013 15h40m31s,EWBAITE,1.33,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,31,Rivers Cuomo,88,,97fe90d64b444bad947fa56024522bac,Ideas 10-3-2013 15h40m31s
Ideas 10-3-2013 15h40m31s 3,EWBAITE,1.33,3,None,\2 stars and below,,Duplicate,,1,,Sketch,EWBAITE,78,,104,,8aa939932ecb4556a7367a3c7bc7bb45,Ideas 10-3-2013 15h40m31s 3
Ideas 10-3-2013 16h41m38s,EWBAITE,1.33,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,23,Rivers Cuomo,118,,46891e43b2ae405a91af18d4bd81d9eb,Ideas 10-3-2013 16h41m38s
Ideas 11-8-2013 12h34m41s,EWBAITE,1.33,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,9,Rivers Cuomo,74,,6441c871036c4de087b3f8194cd0e059,Ideas 11-8-2013 12h34m41s
Kick Ass Minor C115,EWBAITE,1.33,3,,\2 stars and below,,,Kick Ass Minor C115,1,,Sketch,voice notes,137,Rivers Cuomo,68,,042ecf9dc7d8468b8fc7bec4ce53beb8,kick ass minor C115
Nadeshiko - 2013-1-3 Brief Vocal Note,EWBAITE,1.33,3,None,\2 stars and below,,,Nadeshiko - 2013-1-3 Brief Vocal Note,1,,Vocal Note,EWBAITE,2,Rivers Cuomo,78,,7249566af06543e28f465ed193725d38,Ideas 1-3-2013 14h37m31s
Unknown Song E - 2012-11-29 piano sketch 3,EWBAITE,1.33,3,None,\2 stars and below,,,Unknown Song E - 2012-11-29 piano sketch 3,1,,Sketch,Work,25,Rivers Cuomo,86,,c91114f0fd354b29983c5dc5379342a7,Work 11-29-2012 12h3m48s
Untitled1,The White Years,1.33,3,None,,,,,1,,Sketch,The White Years,33,Rivers Cuomo,116,,7eb76f101e65422fb2ba5fd5b58480ce,Untitled1 9
Untitled2,The White Years,1.33,3,None,,,,,1,Do You Wanna Get High?,Voice Memo,The White Years,18,Rivers Cuomo,118,,0a7ee7f31d1749c5acf2cf688330bf86,Untitled2 6
Work 10-25-2013 12h47m38s,EWBAITE,1.33,3,,\2 stars and below,,,,1,,,Work,7,,62,,a8151d8ddaaa46379a09089b9507ac41,Work 10-25-2013 12h47m38s
